X,Y,truck_name,repair_type,date_fixed,date_fixed1,address,activity_type,longitude,latitude,OBJECTID
-76.142462140384637,43.041036206777008,265,SNOW & ICE,2017-03-13 00:06:01.000,2017-03-13 00:06:02.000,8451 NB I 81 SYRACUSE 13210                       ,,-76.1424621403846,43.041036206777,120
-76.142808640625859,43.042826907092724,267,SNOW & ICE,2017-03-13 00:06:01.000,2017-03-13 00:06:01.000,645 E ADAMS ST SYRACUSE 13202                     ,    Start Moving,-76.1428086406259,43.0428269070927,121
-76.148615144970989,43.076992713144321,216,SNOW & ICE,2017-03-13 00:06:02.000,2017-03-13 00:06:02.000,1250 COURT ST & HOOD AVE                          ,,-76.148615144971,43.0769927131443,122
-76.148577944957751,43.076976413142759,216,SNOW & ICE,2017-03-13 00:06:03.000,2017-03-13 00:06:03.000,1250 COURT ST & HOOD AVE                          ,    Spreader On,-76.1485779449578,43.0769764131428,123
-76.174191150021898,43.03192440387344,283,SNOW & ICE,2017-03-13 00:06:04.000,2017-03-13 00:06:04.000,124-26 STINARD AVE & GRANT AVE                    ,,-76.1741911500219,43.0319244038734,124
-76.126480436794395,43.063209611470064,285,SNOW & ICE,2017-03-13 00:06:08.000,2017-03-13 00:06:08.000,1507 JAMES ST & DURSTON AVE                       ,    Plow Up,-76.1264804367944,43.0632096114701,125
-76.168984947168695,43.01573910109925,263,SNOW & ICE,2017-03-13 00:06:08.000,2017-03-13 00:06:08.000,323 HUTCHINSON AVE & CLAYTON                      ,,-76.1689849471687,43.0157391010992,126
-76.174548150135763,43.031897903854748,283,SNOW & ICE,2017-03-13 00:06:09.000,2017-03-13 00:06:09.000,210 GRANT AVE                                     ,    Spreader On,-76.1745481501358,43.0318979038547,127
-76.14242874050845,43.042907907122313,267,SNOW & ICE,2017-03-13 00:06:10.000,2017-03-13 00:06:10.000,890 ALMOND ST SYRACUSE 13210                      ,    Spreader On,-76.1424287405084,43.0429079071223,128
-76.112073132485008,43.068302912963169,208,SNOW & ICE,2017-03-13 00:06:19.000,2017-03-13 00:06:19.000,2400-10 JAMES ST & STAFFORD AVE                   ,,-76.112073132485,43.0683029129632,129
-76.175356450403214,43.031971103836881,283,SNOW & ICE,2017-03-13 00:06:21.000,2017-03-13 00:06:21.000,1509 GEDDES ST S & GRANT AVE                      ,    Spreader Off,-76.1753564504032,43.0319711038369,130
-76.142310940556712,43.044109607347728,267,SNOW & ICE,2017-03-13 00:06:25.000,2017-03-13 00:06:25.000,807 ALMOND ST                                     ,    Spreader Off,-76.1423109405567,43.0441096073477,131
