block,streetName,streetType,streetDirection,overall,crack,patch,length,width,dateRated,dateLastOverlay,flushOil,class,pavement,streetID,FID
300,RENWICK,AVE,,4,3,1,912,30,5/15,,F,Local,6,12577488,3362
400,ELM,ST,,8,4,4,904,35,9/14,2012,F,Local,6,12578297,3363
3800,GENESEE,ST,E,4,2,3,1980,40,5/14,2004,F,PA,6,12579379,3364
400,CARBON,ST,,3,3,1,468,36,4/14,,F,Local,6,12580168,3365
300,SMITH,ST,,4,2,2,348,29,5/14,,O,Local,3,12579007,3366
300,WADSWORTH,ST,,7,3,3,843,27,4/15,2000,F,CO,6,12580307,3367
400,EMERSON,AVE,,7,3,4,687,36,6/14,2005,O,Local,3,13010439,3368
300,RENWICK,AVE,,4,3,1,912,30,5/15,,F,Local,6,12577483,3369
300,SOLAR,ST,,7,3,5,547,36,4/15,2004,F,Local,6,12575059,3370
300,WAINWRIGHT,AVE,,6,3,3,612,23,4/14,2005,O,Local,3,12580780,3371
3800,MIDLAND,AVE,,8,3,5,435,34,6/15,2004,O,MA,3,13020989,3372
400,CATHERINE,ST,,8,4,5,364,30,4/14,2001,F,Local,6,12578068,3373
400,EMERSON,AVE,,7,3,4,687,36,6/14,2005,O,Local,3,12572835,3374
300,RICH,ST,,9,4,5,623,28,3/15,2012,F,Local,6,12573170,3375
300,WALNUT,AVE,,4,2,2,271,30,4/14,,F,Local,6,12578139,3376
3800,MIDLAND,AVE,,8,3,5,435,34,6/15,2004,O,MA,3,13028562,3377
300,SOUTH,AVE,,10,5,5,348,34,3/14,2014,F,CO,6,12573316,3378
300,WALNUT,PL,,5,2,3,387,28,5/15,2008,F,Local,6,12577577,3379
300,RICHFIELD,AVE,,5,2,3,451,28,6/15,1995,O,Local,3,12564416,3380
400,CAYUGA,ST,,6,3,3,587,31,4/15,1990,O,Local,3,12572686,3381
3800,MIDLAND,AVE,,8,3,5,435,34,6/15,2004,O,MA,3,12576576,3382
400,EMERSON,AVE,,7,3,4,687,36,6/14,2005,O,Local,3,12572825,3383
300,SPENCER,ST,,4,2,2,1168,36,4/14,1991,F,Local,6,12575056,3384
3800,SALINA,ST,S,6,3,4,306,40,5/14,2001,F,MA,6,12576747,3385
400,ENGLEWOOD,AVE,,6,3,3,350,27,6/14,1991,O,Local,3,12571733,3386
300,RICHMOND,AVE,,4,3,2,625,27,4/14,,F,Local,6,12573535,3387
300,WARHAM,ST,,4,2,2,350,27,4/15,,F,Local,6,12580224,3388
400,CHARMOUTH,DR,,5,3,4,331,27,4/15,1999,O,Local,3,12572026,3389
300,SPRING,ST,,4,3,3,474,28,4/14,1993,O,Local,3,12580173,3390
400,ERIE,BLVD,E,5,4,2,474,56,4/14,,F,PA,6,12577881,3391
300,RIDGEWOOD,DR,,5,2,5,438,,4/14,,O,Local,3,12581204,3392
3800,SALINA,ST,S,6,3,4,306,40,5/14,2001,F,MA,6,13012948,3393
300,WARNER,AVE,,6,4,2,891,27,3/15,,F,Local,6,12576819,3394
400,CHEMUNG,ST,,6,2,4,600,27,4/15,2002,F,Local,6,12572782,3395
400,ERIE,ST,,6,3,4,315,27,6/14,1995,O,Local,3,12572751,3396
300,RIEGEL,ST,,4,2,5,982,22,4/14,1990,O,Local,3,12578799,3397
3900,SALINA,ST,S,6,3,4,359,40,5/14,2001,F,MA,6,12576742,3398
300,SPRINGBROOK,AVE,,6,3,4,299,24,6/15,2004,O,Local,3,12576649,3399
300,WARREN,ST,S,6,3,3,585,38,4/14,1988,F,Local,6,12577688,3400
400,CHERRY,ST,,5,3,2,645,34,5/14,,F,Local,6,12578168,3401
300,RILL,AVE,,8,4,5,135,24,4/15,,O,Local,3,12576705,3402
400,EUCLID,AVE,,4,2,3,345,39,5/15,2004,F,MA,6,12577601,3403
400,ACADEMY,PL,,6,3,3,294,28,4/15,,O,Local,3,12576486,3404
300,SPRINGFIELD,RD,,6,3,5,100,35,6/15,2004,O,MA,3,12579008,3405
300,WASHINGTON,ST,E,5,3,2,525,38,5/15,1994,F,CO,6,12577838,3406
400,CHURCHILL,AVE,,5,2,2,175,24,5/14,2003,F,Local,6,12576744,3407
400,ADAMS,ST,E,10,5,5,469,64,6/15,2015,F,Local,6,12577661,3408
400,FABIUS,ST,,5,3,1,489,,6/14,1990,F,Local,6,12573611,3409
300,WASHINGTON,ST,W,4,2,2,843,42,4/15,,F,CO,6,12573855,3410
300,ST MARKS,AVE,,4,3,4,272,36,4/15,,O,Local,3,12572866,3411
300,ROBERTS,AVE,,7,4,3,385,34,3/15,2001,F,Local,6,12572976,3412
400,CLARENCE,AVE,,5,2,4,280,27,6/15,,O,Local,3,12576644,3413
400,ALLEN,ST,,4,2,2,733,27,5/14,2002,F,Local,4,12578691,3414
300,WATER,ST,E,9,5,5,522,34,4/14,,F,CO,6,12577840,3415
300,ST MARKS,AVE,,4,3,4,272,36,4/15,,O,Local,3,12572833,3416
400,CLARENDON,ST,,4,2,3,340,24,4/14,2001,F,Local,6,12577621,3417
300,ROBINEAU,RD,,6,3,3,595,28,6/14,2001,F,Local,6,12571885,3418
400,FABIUS,ST,,5,3,1,489,,6/14,1990,F,Local,6,13009786,3419
400,ALMOND,ST,,6,3,3,440,54,4/14,1993,F,Local,4,12577776,3420
300,WATER,ST,E,9,5,5,522,34,4/14,,F,CO,6,12577842,3421
400,FABIUS,ST,,5,3,1,489,,6/14,1990,F,Local,6,13002371,3422
300,ROBINEAU,RD,,6,3,3,595,28,6/14,2001,F,Local,6,13020752,3423
400,CLINTON,ST,N,4,2,4,426,,4/14,,F,MA,6,13016310,3424
300,STADIUM,PL,,4,1,3,321,27,4/14,,F,Local,6,12577441,3425
300,WATER,ST,W,5,3,3,350,42,4/15,1992,F,CO,6,12573861,3426
400,ALMOND,ST,,6,3,3,440,54,4/14,1993,F,Local,4,13017757,3427
400,CLINTON,ST,N,4,2,4,426,,4/14,,F,MA,6,13001159,3428
300,STAFFORD,AVE,,6,3,4,855,29,4/15,2001,O,Local,3,12580937,3429
300,ROBINEAU,RD,,6,3,3,595,28,6/14,2001,F,Local,6,13009828,3430
400,FAYETTE,BLVD,,8,3,5,495,30,6/15,2004,O,Local,3,12578966,3431
400,ALVORD,ST,S,4,2,2,704,32,4/15,1987,F,Local,6,12580056,3432
300,WAVERLY,AVE,,5,2,3,565,30,5/15,,F,MA,6,12577586,3433
300,ROBINSON,ST,,4,2,3,585,30,4/14,2002,F,Local,6,12580369,3434
400,FAYETTE,ST,E,10,5,5,500,34,6/15,2014,F,MA,6,12577707,3435
300,STANDISH,DR,,5,3,3,700,32,6/15,,O,Local,3,12578547,3436
400,CLINTON,ST,N,4,2,4,426,,4/14,,F,MA,6,12573950,3437
400,ALVORD,ST,S,4,2,2,704,32,4/15,1987,F,Local,6,12580057,3438
300,WEBSTER,AVE,,8,4,5,1664,27,5/14,2011,F,Local,6,12576831,3439
300,ROBINSON,ST,,4,2,3,585,30,4/14,2002,F,Local,6,12580385,3440
400,FAYETTE,ST,W,8,4,5,650,34,4/15,2008,F,MA,6,13020301,3441
300,STATE,ST,N,6,3,3,350,60,4/15,1991,F,MA,6,12577949,3442
400,CLINTON,ST,S,5,2,3,335,50,4/14,2001,F,MA,6,12573747,3443
400,ALVORD,ST,S,4,2,2,704,32,4/15,1987,F,Local,6,13028344,3444
400,FAYETTE,ST,W,8,4,5,650,34,4/15,2008,F,MA,6,13002306,3445
300,STATE,ST,S,5,3,3,185,45,4/14,2003,F,PA,6,12577705,3446
300,WELLESLEY,RD,,7,3,4,749,28,6/14,1995,O,Local,3,12571859,3447
300,ROOSEVELT,AVE,,4,2,4,610,25,6/15,2004,F,Local,6,12578394,3448
400,FAYETTE,ST,W,8,4,5,650,34,4/15,2008,F,MA,6,12573722,3449
300,STEDMAN,ST,,6,3,4,180,22,4/14,1983,O,Local,3,12575556,3450
300,WENDELL,TER,,3,2,2,491,27,5/15,1991,F,Local,6,12580463,3451
400,ARTHUR,ST,,6,3,4,352,26,4/14,1994,O,Local,3,12573002,3452
400,COLDBROOK,DR,,6,3,5,378,18,6/15,2000,O,Local,3,12576526,3453
400,FAYETTE,ST,W,8,4,5,650,34,4/15,2008,F,MA,6,12573718,3454
300,ROSEMONT,DR,,8,4,5,390,24,5/14,2000,O,Local,3,12576502,3455
400,COLLINGWOOD,AVE,S,7,3,5,824,24,4/15,,O,Local,3,12580963,3456
400,ASH,ST,,5,2,4,264,32,4/15,2005,O,Local,3,12580016,3457
300,WEST,ST,S,8,4,5,424,74,4/15,1996,F,Local,6,13012509,3458
300,STERLING,AVE,,6,3,2,312,32,3/14,2002,O,Local,3,12573167,3459
300,ROWLAND,ST,,6,3,3,802,32,4/14,1994,O,Local,3,12573052,3460
400,FELLOWS,AVE,,4,3,2,525,27,6/15,2004,F,Local,6,12578489,3461
400,ATLANTIC,AVE,,6,4,3,293,25,4/15,1991,O,Local,3,12571952,3462
400,COLUMBUS,AVE,,3,2,1,763,27,5/14,,F,Local,6,12578186,3463
300,STOLP,AVE,,7,4,3,321,35,3/15,2002,F,Local,6,12572982,3464
300,WEST,ST,S,8,4,5,424,74,4/15,1996,F,Local,6,12573719,3465
400,AUDUBON,PKWY,,7,3,4,323,30,3/06,1999,O,Local,3,13011148,3466
400,COLVIN,ST,E,2,2,1,585,,3/15,2001,F,Local,6,12577291,3467
300,ROWLAND,ST,,6,3,3,802,32,4/14,1994,O,Local,3,12573018,3468
300,WESTCOTT,ST,,5,2,2,650,34,6/15,2002,F,CO,6,12578187,3469
300,STRATFORD,ST,,8,4,4,375,30,4/14,2005,F,Local,6,12577595,3470
400,FELLOWS,AVE,,4,3,2,525,27,6/15,2004,F,Local,6,13011663,3471
400,AUDUBON,PKWY,,7,3,4,323,30,3/06,1999,O,Local,3,12578976,3472
400,COLVIN,ST,E,2,2,1,585,,3/15,2001,F,Local,6,13017690,3473
400,AVERY,AVE,S,6,3,3,,,,,F,CO,4,12572435,3474
400,COLVIN,ST,E,2,2,1,585,,3/15,2001,F,Local,6,13002046,3475
300,STRATHMORE,DR,,7,4,4,700,36,4/15,2004,F,Local,6,13013096,3476
400,FITCH,ST,,5,3,2,402,27,4/14,1986,O,Local,3,12573082,3477
300,RUGBY,RD,,6,3,2,852,27,4/14,2001,F,Local,6,12580508,3478
300,WESTMORELAND,AVE,,6,3,3,205,27,5/14,,F,Local,6,13028255,3479
300,RUGBY,RD,,6,3,2,852,27,4/14,2001,F,Local,6,12580502,3480
300,WESTMORELAND,AVE,,6,3,3,205,27,5/14,,F,Local,6,13028261,3481
400,FRANKLIN,ST,N,8,5,4,507,45,4/15,2010,F,Local,6,12573945,3482
300,STRATHMORE,DR,,7,4,4,700,36,4/15,2004,F,Local,6,13013097,3483
400,BALL,AVE,,6,3,4,293,27,6/15,1992,O,Local,3,12578880,3484
400,COLVIN,ST,E,7,3,4,253,36,3/15,1990,F,MA,6,12577291,3485
300,SACKETT,ST,,7,4,3,363,27,4/15,1996,F,Local,6,12573531,3486
300,WESTMORELAND,AVE,,6,3,3,205,27,5/14,,F,Local,6,12578718,3487
400,FRANKLIN,ST,N,8,5,4,507,45,4/15,2010,F,Local,6,13017345,3488
300,STRATHMORE,DR,,7,4,4,700,36,4/15,2004,F,Local,6,12571850,3489
400,BALLANTYNE,RD,,4,3,2,275,31,6/14,1990,F,Local,6,12576698,3490
400,COLVIN,ST,E,7,3,4,253,36,3/15,1990,F,MA,6,13017690,3491
300,SALINA,ST,N,7,4,4,866,60,4/14,1989,F,MA,6,12573955,3492
300,WHEATON,RD,,6,3,4,317,28,4/14,1998,O,Local,3,12580525,3493
300,SUMMIT,AVE,,5,2,3,753,28,3/15,1986,F,Local,6,12573144,3494
400,FRANKLIN,ST,N,8,5,4,507,45,4/15,2010,F,Local,6,12573962,3495
300,SALINA,ST,N,7,4,4,866,60,4/14,1989,F,MA,6,12577944,3496
300,WHEATON,RD,,6,3,4,317,28,4/14,1998,O,Local,3,12580529,3497
400,COLVIN,ST,E,7,3,4,253,36,3/15,1990,F,MA,6,13002046,3498
400,BARNES,AVE,,6,3,4,352,27,4/15,1996,O,Local,3,12571922,3499
300,SUNNYCREST,RD,,6,3,3,373,24,4/14,,F,Local,6,12580921,3500
400,FRANKLIN,ST,N,8,5,4,507,45,4/15,2010,F,Local,6,12573934,3501
300,SALINA,ST,N,7,4,4,866,60,4/14,1989,F,MA,6,13018179,3502
300,WILBUR,AVE,S,5,2,3,293,41,4/15,1999,F,CO,6,12573402,3503
400,BEAR,ST,W,5,3,1,909,68,4/14,,F,MA,6,12575005,3504
400,COLVIN,ST,W,7,4,3,418,25,3/15,2004,F,MA,6,12576824,3505
300,SUNRISE,DR,,6,3,3,697,31,6/15,1995,O,Local,3,12576549,3506
400,FRANKLIN,ST,N,8,5,4,507,45,4/15,2010,F,Local,6,13008716,3507
300,WILKINSON,ST,,7,4,3,498,30,4/15,2006,F,Local,6,12573757,3508
300,SALINA,ST,N,7,4,4,866,60,4/14,1989,F,MA,6,12577955,3509
400,BEAR,ST,W,5,3,1,909,68,4/14,,F,MA,6,13020312,3510
400,COMSTOCK,AVE,,5,3,3,380,30,5/15,1998,F,MA,6,12578117,3511
400,FRANKLIN,ST,S,7,4,3,200,45,4/14,2001,F,Local,6,12573741,3512
300,SUNSET,AVE,,4,2,2,475,27,4/14,1999,F,Local,6,12575211,3513
300,WILLIS,AVE,,7,4,4,405,25,4/15,2005,O,Local,3,12572722,3514
300,SALINA,ST,S,4,3,1,588,56,4/14,1988,F,Local,6,12573748,3515
400,BEARD,AVE,W,5,3,2,675,23,3/15,,F,Local,3,12573192,3516
400,COUGHLIN,AVE,,6,3,5,285,27,5/15,,O,Local,3,12581104,3517
300,SUNSET,AVE,,4,2,2,475,27,4/14,1999,F,Local,6,13001386,3518
400,GARFIELD,AVE,,7,4,3,200,27,3/15,1998,F,Local,6,12577287,3519
400,GEDDES,ST,N,9,5,5,564,46,4/14,2011,F,MA,4,12573541,3520
300,TALLMAN,ST,,4,3,2,786,30,5/14,1986,F,CO,6,12573343,3521
400,BEARD,AVE,W,5,3,2,675,23,3/15,,F,Local,3,12573191,3522
400,COURT,ST,,7,4,4,485,34,4/15,2004,F,MA,6,12575287,3523
300,WILLOW,ST,E,5,2,4,200,40,4/15,1990,F,Local,6,12577870,3524
300,SALT SPRINGS,RD,,8,4,4,321,25,6/15,2010,F,MA,6,12578751,3525
300,TAYLOR,ST,E,6,3,3,495,27,4/14,2000,F,Local,6,13002517,3526
400,GEDDES,ST,N,9,5,5,564,46,4/14,2011,F,MA,4,12573542,3527
400,CRADDOCK,ST,,7,3,4,355,25,4/15,2004,F,Local,6,12572017,3528
400,BEATTIE,ST,,5,3,3,323,22,6/15,1992,O,Local,6,12578759,3529
300,SAND,ST,,5,3,2,300,20,4/14,2000,F,Local,6,12573797,3530
300,WILLOW,ST,W,8,4,5,358,40,4/14,2001,F,Local,6,12573898,3531
400,CRAIG,ST,,5,3,2,310,27,4/14,1989,O,Local,3,12580220,3532
400,BEECH,ST,S,6,4,3,880,24,4/14,2003,F,Local,6,12578188,3533
300,WILLUMAE,DR,,7,4,4,875,32,4/15,1998,O,Local,3,12575543,3534
300,SCHUYLER,ST,,7,4,3,422,27,6/14,2005,O,Local,3,12573470,3535
400,GEDDES,ST,S,8,4,5,310,56,6/14,2011,F,MA,6,12573435,3536
300,TAYLOR,ST,E,6,3,3,495,27,4/14,2000,F,Local,6,12577401,3537
300,SCOTT,AVE,,7,3,4,1175,29,6/15,1992,O,Local,3,12578558,3538
300,WILSON,ST,,7,3,4,440,27,4/15,2004,F,Local,6,12580383,3539
300,TAYLOR,ST,W,5,3,2,363,30,5/14,,F,Local,6,12573362,3540
400,GENANT,DR,,6,3,4,630,21,4/15,,F,Local,6,13008653,3541
400,BEECH,ST,S,6,4,3,880,24,4/14,2003,F,Local,6,12578153,3542
400,CRAWFORD,AVE,,6,3,4,624,28,5/14,2008,O,Local,6,12578557,3543
300,SCOTTHOLM,BLVD,,5,3,3,371,30,6/15,2002,F,Local,6,13011006,3544
300,WINKWORTH,PKWY,,5,3,3,639,32,3/15,1990,O,Local,3,12572273,3545
400,BELLEVUE,AVE,,8,4,4,340,36,3/15,2005,F,CO,6,12573264,3546
400,CROSSETT,ST,,6,3,3,410,25,3/14,2001,F,Local,6,12572951,3547
300,TEALL,AVE,,4,2,2,275,65,4/15,2001,F,PA,6,13027390,3548
400,GENANT,DR,,6,3,4,630,21,4/15,,F,Local,6,12575116,3549
300,WINKWORTH,PKWY,,5,3,3,639,32,3/15,1990,O,Local,3,13011515,3550
300,SCOTTHOLM,BLVD,,5,3,3,371,30,6/15,2002,F,Local,6,12578727,3551
400,BISHOP,AVE,,6,3,3,323,27,6/14,,O,Local,3,12572074,3552
400,CROUSE,AVE,S,5,3,2,493,36,4/14,,F,CO,6,12577811,3553
300,TEALL,AVE,,4,2,2,275,65,4/15,2001,F,PA,6,12578327,3554
400,GENESEE,ST,E,6,3,3,486,42,4/14,2005,,Local,,12577704,3555
300,WINTON,ST,,7,3,2,645,27,4/14,1997,F,Local,6,12578336,3556
300,SCOTTHOLM,TER,,4,2,2,550,27,5/14,1999,F,Local,6,12578555,3557
400,BOSTON,ST,,6,3,4,730,26,4/14,1985,O,Local,3,12581209,3558
400,DAKIN,ST,,5,3,4,315,27,6/15,1989,O,Local,3,12578794,3559
400,GENESEE,ST,W,5,3,3,555,40,4/15,,F,PA,,12573875,3560
300,TEMPLE,ST,,6,3,3,564,30,3/15,,F,Local,6,12573371,3561
300,SCOTTHOLM,TER,,4,2,2,550,27,5/14,1999,F,Local,6,13013247,3562
300,WOLCOTT,AVE,,7,4,4,315,27,4/14,1991,F,Local,6,12572906,3563
300,THAYER,ST,,6,2,4,375,19,3/15,1994,O,Local,3,12576931,3564
400,GENESEE,ST,W,5,3,3,555,40,4/15,,F,PA,,13020302,3565
400,BOYDEN,ST,,6,3,4,320,28,4/14,,O,Local,3,12580405,3566
400,DAKOTA,ST,,6,3,4,265,32,5/14,,O,Local,3,12578424,3567
300,SCOVILLE,AVE,,6,3,4,315,28,5/15,2004,O,Local,6,12580265,3568
400,GENESEE,ST,W,5,3,3,555,40,4/15,,F,PA,,13020303,3569
400,BOYDEN,ST,,6,3,4,320,28,4/14,,O,Local,3,12580401,3570
300,THURBER,ST,,6,3,4,607,28,3/15,2004,O,CO,3,12576955,3571
300,SEDGWICK,DR,,5,2,3,625,40,5/15,2000,F,Local,6,12580360,3572
400,BOYDEN,ST,,7,3,4,320,28,4/14,,O,Local,3,12580405,3573
400,GIFFORD,ST,,6,4,2,950,30,6/14,,F,Local,6,12573610,3574
300,THURBER,ST,,6,3,4,607,28,3/15,2004,O,CO,3,12576953,3575
300,SEDGWICK,DR,,5,2,3,625,40,5/15,2000,F,Local,6,13010281,3576
400,BOYDEN,ST,,7,3,4,320,28,4/14,,O,Local,3,12580401,3577
300,TIOGA,ST,,6,3,4,318,27,6/14,1990,O,Local,3,12573609,3578
300,SEELEY,RD,,7,4,4,370,27,6/15,2004,F,MA,6,12578836,3579
400,BRADFORD,PKWY,,6,2,4,1525,33,6/15,2004,O,Local,3,12578642,3580
300,TOMPKINS,ST,,8,4,4,435,35,4/15,,F,Local,6,12573389,3581
300,SEELEY,RD,,7,4,4,370,27,6/15,2004,F,MA,6,12578837,3582
400,BRADLEY,ST,,7,3,4,550,24,3/15,1994,O,Local,3,12573048,3583
300,TOWNSEND,ST,N,7,3,4,345,35,4/15,2008,F,Local,6,12577966,3584
300,SENECA,ST,,6,3,4,291,28,6/14,1990,O,Local,3,12573593,3585
400,BRATTLE,RD,,6,3,3,1155,36,5/15,2000,F,Local,6,12580490,3586
300,TOWNSEND,ST,S,4,3,1,168,60,4/14,1992,F,CO,6,12577712,3587
300,SEVENTH NORTH,ST,,5,3,3,444,33,4/15,,F,MA,4,12575554,3588
400,BRIGHTON,AVE,E,6,3,2,1995,35,5/14,2004,F,PA,4,12576788,3589
300,TRACY,ST,,5,3,3,339,,4/14,,F,Local,6,12573766,3590
300,SEVENTH NORTH,ST,,5,3,3,444,33,4/15,,F,MA,4,12575557,3591
400,BRIGHTON,AVE,W,6,2,4,411,30,3/15,2008,F,Local,6,12576793,3592
300,TULLY,ST,,5,3,2,890,30,6/14,2002,F,Local,6,12573613,3593
300,SEWARD,ST,,7,4,4,477,27,5/15,1999,F,Local,6,12580080,3594
400,BROAD,ST,,6,3,4,381,36,3/15,2004,F,CO,6,12577546,3595
300,TURTLE,ST,,6,4,2,492,27,4/14,2003,F,Local,6,12575282,3596
300,SEYMOUR,ST,,7,4,3,970,30,4/14,1991,F,CO,6,12573602,3597
300,TURTLE,ST,,6,4,2,492,27,4/14,2003,F,Local,6,12575224,3598
300,SHERWOOD,AVE,,4,2,3,512,24,4/14,2002,F,Local,6,12578343,3599
300,TWIN HILLS,DR,,7,3,4,425,36,3/14,2003,F,Local,6,13020749,3600
4200,SALINA,ST,S,5,2,4,322,40,5/14,2001,F,MA,6,12576640,3601
4200,SALINA,ST,S,5,2,4,322,40,5/14,2001,F,MA,6,13028542,3602
4200,SALINA,ST,S,5,2,4,322,40,5/14,2001,F,MA,6,13002116,3603
4300,SALINA,ST,S,5,2,3,560,40,5/14,2001,F,MA,6,12576630,3604
400,NEWELL,ST,W,6,3,2,308,24,4/15,1998,F,Local,6,12572093,3605
500,BROOKFORD,RD,,6,2,4,662,20,6/15,,O,Local,3,13017684,3606
400,LAFORTE,AVE,,6,4,2,339,27,3/15,,F,Local,6,12572930,3607
400,LANDON,AVE,,6,3,3,320,27,3/15,2002,F,Local,6,12577230,3608
4300,SALINA,ST,S,5,2,3,560,40,5/14,2001,F,MA,6,13002117,3609
400,NICHOLS,AVE,,5,3,2,591,25,4/14,,O,Local,3,12580968,3610
400,LATTER,DR,,5,3,5,285,25,6/15,1995,O,Local,3,12564420,3611
4400,SALINA,ST,S,6,3,3,512,40,5/14,2001,F,MA,6,12576613,3612
500,BROOKFORD,RD,,6,2,4,662,20,6/15,,O,Local,3,12578646,3613
400,SALT SPRINGS,RD,,7,3,5,330,25,6/15,2010,F,MA,6,12578754,3614
500,ERIE,BLVD,W,7,3,4,765,56,4/14,2001,F,PA,6,12573770,3615
400,NORTHCLIFFE,RD,,6,3,5,340,28,4/14,2002,O,Local,3,12581065,3616
400,LATTER,DR,,5,3,5,285,25,6/15,1995,O,Local,3,12576535,3617
4400,SALINA,ST,S,6,3,3,512,40,5/14,2001,F,MA,6,12576628,3618
500,BUCKINGHAM,AVE,,5,3,2,1209,30,3/15,1998,O,Local,3,12577517,3619
400,SCHUYLER,ST,,6,3,4,678,27,6/14,1999,O,Local,3,12572823,3620
400,NOTTINGHAM,RD,,10,5,5,500,29,11/13,2013,O,MA,4,12578381,3621
400,LATTER,DR,,5,3,5,285,25,6/15,1995,O,Local,3,12576536,3622
500,EUCLID,AVE,,5,3,2,381,39,5/15,2004,F,MA,6,12577603,3623
4500,SALINA,ST,S,6,3,3,359,40,5/14,2001,F,MA,6,12576612,3624
500,BUCKINGHAM,AVE,,5,3,2,1209,30,3/15,1998,O,Local,3,12577027,3625
500,FABIUS,ST,,5,3,3,486,,6/14,1990,O,Local,3,12573606,3626
400,LEMOYNE,AVE,,8,4,5,210,36,4/15,2007,F,Local,6,12575258,3627
400,OAK,ST,,6,2,3,587,30,4/15,2007,F,CO,6,12580316,3628
400,SCOTT,AVE,,8,4,5,385,29,6/15,1992,O,Local,3,12578548,3629
4600,SALINA,ST,S,6,3,3,370,40,6/15,1989,F,MA,6,12576608,3630
500,BUCKINGHAM,AVE,,5,3,2,1209,30,3/15,1998,O,Local,3,12577028,3631
400,OAK,ST,,6,2,3,587,30,4/15,2007,F,CO,6,12580317,3632
400,SCOTTHOLM,BLVD,,5,2,3,380,30,6/15,2002,F,Local,6,13011007,3633
500,FAYETTE,BLVD,,6,3,3,462,21,6/15,2004,O,Local,3,13011145,3634
400,LEXINGTON,AVE,,10,5,5,597,34,9/12,2014,F,Local,6,13028262,3635
4600,SALINA,ST,S,6,3,3,370,40,6/15,1989,F,MA,6,12576609,3636
500,BUCKINGHAM,AVE,,5,3,2,1209,30,3/15,1998,O,Local,3,13010995,3637
500,BURNET,AVE,,5,3,3,730,34,4/14,1999,F,MA,6,12578047,3638
400,LEXINGTON,AVE,,10,5,5,597,34,9/12,2014,F,Local,6,12578711,3639
500,FAYETTE,BLVD,,6,3,3,462,21,6/15,2004,O,Local,3,13011141,3640
400,SCOTTHOLM,BLVD,,5,2,3,380,30,6/15,2002,F,Local,6,12578728,3641
4700,SALINA,ST,S,6,3,4,480,40,6/15,1989,F,MA,6,12576601,3642
400,OAKWOOD,AVE,,3,2,1,586,35,4/15,1981,F,Local,6,13028483,3643
400,LIBERTY,ST,,6,3,4,365,25,4/15,2004,F,Local,6,13016355,3644
500,BURT,ST,,5,3,3,470,30,5/14,1993,F,MA,6,12577453,3645
4700,SALINA,ST,S,6,3,4,480,40,6/15,1989,F,MA,6,12576602,3646
500,FAYETTE,BLVD,,6,3,3,462,21,6/15,2004,O,Local,3,12578991,3647
400,SCOVILLE,AVE,,6,3,4,285,28,5/15,2004,O,Local,3,12580449,3648
400,OAKWOOD,AVE,,3,2,1,586,35,4/15,1981,F,Local,6,13020777,3649
400,LIBERTY,ST,,6,3,4,365,25,4/15,2004,F,Local,6,12573554,3650
500,BURT,ST,,5,3,3,470,30,5/14,1993,F,MA,6,13008612,3651
400,OAKWOOD,AVE,,3,2,1,586,35,4/15,1981,F,Local,6,12577351,3652
400,SEDGWICK,DR,,6,3,2,686,40,5/15,2000,F,Local,6,13010285,3653
4800,SALINA,ST,S,5,3,3,1260,40,5/14,2001,F,MA,6,12576554,3654
500,FAYETTE,BLVD,,6,3,3,462,21,6/15,2004,O,Local,3,13011140,3655
400,LIBERTY,ST,,6,3,4,365,25,4/15,2004,F,Local,6,12573547,3656
500,BUTTERNUT,ST,,8,4,4,562,40,4/14,2011,F,MA,6,13020437,3657
4900,SALINA,ST,S,5,4,2,498,40,5/14,2001,F,MA,6,13028595,3658
500,FAYETTE,BLVD,,6,3,3,462,21,6/15,2004,O,Local,3,12578989,3659
400,ONEIDA,ST,,4,3,1,469,30,5/14,1999,F,Local,6,12573374,3660
400,SEDGWICK,DR,,6,3,2,686,40,5/15,2000,F,Local,6,13010284,3661
400,LIBERTY,ST,,6,3,4,365,25,4/15,2004,F,Local,6,12573548,3662
500,BUTTERNUT,ST,,8,4,4,562,40,4/14,2011,F,MA,6,12580028,3663
500,FAYETTE,BLVD,,6,3,3,462,21,6/15,2004,O,Local,3,13011139,3664
4900,SALINA,ST,S,5,4,2,498,40,5/14,2001,F,MA,6,12576550,3665
400,ONONDAGA,AVE,,8,5,3,612,30,3/14,2005,F,MA,6,12573152,3666
400,SEDGWICK,DR,,6,3,2,686,40,5/15,2000,F,Local,6,12580442,3667
500,CADILLAC,ST,,4,3,2,396,26,4/15,,O,Local,3,12580595,3668
400,LILLIAN,AVE,,5,3,3,913,25,5/15,,O,Local,3,12581407,3669
4900,SALINA,ST,S,5,4,2,498,40,5/14,2001,F,MA,6,13028594,3670
500,FAYETTE,ST,E,7,3,4,500,36,4/14,2003,F,MA,6,12577714,3671
400,ONONDAGA,ST,W,10,5,5,306,58,4/14,2013,F,MA,6,12573351,3672
400,SEDGWICK,DR,,6,3,2,686,40,5/15,2000,F,Local,6,12580444,3673
400,LIME,ST,,6,3,4,330,27,5/14,1999,O,Local,3,12578997,3674
500,CADILLAC,ST,,4,3,2,396,26,4/15,,O,Local,3,12580597,3675
4900,SALINA,ST,S,5,4,2,498,40,5/14,2001,F,MA,6,13028596,3676
500,FAYETTE,ST,W,8,4,5,325,34,4/15,2008,F,MA,6,12573637,3677
